pairIndex,type,appid,name,rankAcceptance,rankFiltered,acceptanceScore,totalEnglishReviews,reviewId,language,review,isPositive,voted_up,timestamp_created,timestamp_updated,authorSteamId,playtime_forever,playtime_last_two_weeks,received_for_free,written_during_early_access,steam_purchase,comment_count,votes_up,votes_funny,weighted_vote_score,charLen,lengthBucket,sampleIndexWithinApp
5,bottom,435020,AFL Evolution,24704,15117,3.501551,101,33690887,english,"Haven't changed any of the bugs from the ps4 or xbox. When you play the game it still uses the Xbox controls, So to select a captain you have to use RB. To go back you have to press ESC even though it said you have to press B, etc. Don't bother buying untill they have fixed these bugs and also, the keyboard doesnt register 100% of the time. I had to press enter 13 times just for the game to register i pressed the button. DO NOT BUY THIS GAME UNTIL THEY FIX THESE THINGS!",0,False,1500623589,1500623589,76561198119446061,20,0,False,False,True,1,68,5,0.7578080296516418,474,long,1
5,bottom,435020,AFL Evolution,24704,15117,3.501551,101,33692571,english,I runs at 12 FPS and i have the recomended specs,0,False,1500630247,1500630247,76561198207237131,4033,0,False,False,True,1,20,2,0.5168555378913879,48,short,2
5,bottom,435020,AFL Evolution,24704,15117,3.501551,101,33693639,english,WOWEEEEEEEEEEE BIG BOY MCEVOY!!,1,True,1500634234,1540942220,76561198017483780,16801,0,False,False,True,3,0,0,0.4023538529872894,31,short,3
5,bottom,435020,AFL Evolution,24704,15117,3.501551,101,33699161,english,Needs a tutorial.,1,True,1500651147,1500651147,76561198035163747,4945,0,False,False,True,0,11,1,0.5271432399749755,17,short,4
5,bottom,435020,AFL Evolution,24704,15117,3.501551,101,33699805,english,"Motlop shirks every contest

Realism 10/10",1,True,1500653047,1500653047,76561197963966742,3951,0,False,False,True,0,10,15,0.5029974579811096,42,short,5
5,bottom,435020,AFL Evolution,24704,15117,3.501551,101,33701386,english,"I really wanted to like this game when it was first announced. But I did not make the mistake of setting my expectations too high. Anyone who has played any previous AFL game knows that we have never truly had a decent game to really sink our teeth into. 

So, do I like it? Yes.
It it what I was expecting? Actually better.
Are the graphics state of the art? Nope, room for improvement but it gets the job done.
So is this a game that you can sink your teeth into? I think so, yes. I think this game captures the AFL spirit and complements that with some decent gameplay. 

PROS
- Decent gameplay!
- Being able to evade other players when you have the ball.
- Career mode 
- Season mode
- Coach mode seems promising (I am yet to try this mode)
- Good detail in player creation
- Tribunal & awards
- Commentary - Does not have BT!
- Multiplayer and online play!
- Did I mention the gameplay is actually decent?

CONS
- Just like real life, the umpiring. 
- Certain game mechanics/physics (sometimes the ball goes through the post, or just misses it but is counted as a point)
- If you are clearly kicking to a player along the boundry and the opposition bumps that player away from the ball and the ball goes out of bounds, the Umpire calls 'deliberate'. Every.Single.Time! (Could also be a PRO)
- Graphics (For the eye candy ""gamers"")
- Commentary. Richo is as dull and boring as he is in real life. No personality and never really has anything positive to say! 

Ok, so overall this game is not perfect. But it is FUN. Hopefully the developers focus on keeping this game updated and listening to the fans. This game is a massive improvement from AFL Live 1 and AFL Live 2 (The worst in my opinion).

Look, if you are expecting FIFA style mechanics or graphics then you will be disappointed. This game gets the job done for now. It's worth a fair crack.",1,True,1500657667,1500657872,76561197993755564,1867,0,False,False,True,0,5,0,0.5141778588294982,1854,long,6
5,bottom,435020,AFL Evolution,24704,15117,3.501551,101,33709007,english,"Great fun  , best  afl  game  .

Change game setting to full   max   setting -  went starter a game    .  PIC'S - 


look very good  in 4k -  on max setting !! . 

rain - need some work  but ? .   
under lights and max rain  setting - was good at MCG  -",1,True,1500682926,1500682926,76561198307280885,1610,0,False,False,True,2,12,1,0.4269768595695495,253,long,7
5,bottom,435020,AFL Evolution,24704,15117,3.501551,101,33710059,english,"Love the game and have been hanging for ages to grab it when it was released here on Steam. Only 2 things i see wrong with the game at this stage is the controls still showing on screen as console controls and the lack of some tutorials. For all you peeps out there like me who will play this game using a Keyboard there is a section in the menu that tells you all the keyboard functions. Just in case ya dont know ;). Enjoy.
",1,True,1500687552,1500687552,76561198156045103,714,0,False,False,True,0,3,0,0.5085850954055786,426,long,8
5,bottom,435020,AFL Evolution,24704,15117,3.501551,101,33713581,english,"Only complaints are that the marking can be tricky to learn and feels a bit off, apart from that this is pretty much the best AFL game yet.",1,True,1500703757,1500703757,76561198093561094,748,0,False,False,True,0,5,0,0.5085850954055786,139,medium,9
5,bottom,435020,AFL Evolution,24704,15117,3.501551,101,33723600,english,"So my first few hours of experience goes as follows:


""I started a couple of practice matches to get the hang of the game.

First practice match was AFL Women's team Melbourne Demons VS  the Under 18s team NT Thunder, in which the women won comfortably over the kids.

After only two matches I felt I was getting the hang of the controls, so I started a career mode. I created my character, a 28 year old 5'7"" Right Half Forward playing with Gippsland Power in the Under 18s TAC cup.

A few games in, and everything was feeling too easy, the controls were getting pretty intuitive. Bump up to medium difficulty, and that seems to be decent, yet still easy enough to learn for now.

Eventually, we win the Cup, my character wins Goal Kick, Best & Fairest and the Morrish Medal. A 28 year old kicking ass against under 18s.

Being impressed by my character's ability to beat kids, Greater Western Sydney offer me a 1 year contract which I accept.

I play my first game in the big league. I notice that everything is much faster, running, kicking movement, everything has turned up to 11!

Regardless, I gather 20 disposals and kick 5 goals.""


All in all, so far AFL Evolution is streets ahead of any previous AFL game, a lot of new features have been added and gameplay has improved.
Is this as polished a NBA 2k or FIFA? No. There is definely things that could be improved on, but I think considering the budget and experience those two franchises have compared to AFL Evolution, this is a decent crack at creating a decent game for our great National sport.

Do I recommend? For AFL fans, yes. This improved upon everything AFL Live had, and adds so much more.
For non-AFL fans, it's hard to recommend this for it's full price, when there's more polished games for cheaper.
I bought it because I love AFL, and want to support the developers and hope their next iteration is even better.",1,True,1500738072,1500738072,76561198018145141,7846,0,False,False,True,2,59,15,0.8552872538566589,1888,long,10
