pairIndex,type,appid,name,rankAcceptance,rankFiltered,acceptanceScore,totalEnglishReviews,reviewId,language,review,isPositive,voted_up,timestamp_created,timestamp_updated,authorSteamId,playtime_forever,playtime_last_two_weeks,received_for_free,written_during_early_access,steam_purchase,comment_count,votes_up,votes_funny,weighted_vote_score,charLen,lengthBucket,sampleIndexWithinApp
1,top,415880,Disc Jam,7776,1,5.654244,819,30376589,english,"Long story short:
it is frisbee with mix of tennis and pong
game itself has great and very addicting gamepaly with skill based competition.
1vs1 and 2vs2 matches.",1,True,1488908540,1491308859,76561198007556125,3207,0,False,False,True,0,8,0,0.5295762419700621,162,medium,1
1,top,415880,Disc Jam,7776,1,5.654244,819,30376815,english,"Super polished. Super optimised (With an option for low end PCs) less than 900 mb download. Easy to learn and hard to master. Recipe for a great game!

Love the fact you have splitscreen too, up to 4 players can play on the same machine!",1,True,1488909333,1488909333,76561198067794912,87,0,False,False,True,1,7,0,0.5618892312049865,237,long,2
1,top,415880,Disc Jam,7776,1,5.654244,819,30379652,english,VERI NICE MAN GAME XD !!!!!!!!!!!!!!!!!!!!!,1,True,1488919895,1488919895,76561198119247641,1035,0,False,False,True,0,0,1,0.4697986543178558,43,short,3
1,top,415880,Disc Jam,7776,1,5.654244,819,30382283,english,"I love this game, but it needs better matchmaking. People who played in beta will crush new players, and it's just not fun to get slaughtered like that.",1,True,1488932560,1488932560,76561198009115016,74,0,False,False,True,0,1,0,0.5,152,medium,4
1,top,415880,Disc Jam,7776,1,5.654244,819,30388445,english,"Half an hour into the game, and I could say that I got hooked into the gameplay easily. However it's easy to learn, but hard to master. This game has a potential at least. Highly recommended.",1,True,1488968720,1488968720,76561198197753754,54,0,False,False,True,0,1,0,0.5,191,long,5
1,top,415880,Disc Jam,7776,1,5.654244,819,30391117,english,"Myself and 3 other friends bought this game together to play Duo 2 v 2. It did not disapoint.

",1,True,1488980901,1488980901,76561197988174755,992,0,False,False,True,0,0,0,0.4761904776096343,95,medium,6
1,top,415880,Disc Jam,7776,1,5.654244,819,30393921,english,Awesome game,1,True,1488991183,1488991183,76561198201922639,735,0,False,False,True,0,1,1,0.5,12,short,7
1,top,415880,Disc Jam,7776,1,5.654244,819,30400986,english,"I will turn my review from negative to positive as soon as the developrs incorporate a South African server into the game, otherwise it's unplayable. All South Africans please check the ""this review was helpful"" so we can get review seen and show them how many of us there are that wish to buy and play the game. Until we have our own server do not waste your money.

Thanks 
Tooway",0,False,1489023622,1489023622,76561197971134519,1365,0,False,False,True,23,28,8,0.3496892154216766,382,long,8
1,top,415880,Disc Jam,7776,1,5.654244,819,30402204,english,"Fantastic game extremely well optimized and crazy fun.

Look forward to streaming this very soon!!",1,True,1489030987,1489030987,76561198001388599,229,0,False,False,True,0,5,0,0.4692456424236297,98,medium,9
1,top,415880,Disc Jam,7776,1,5.654244,819,30405815,english,AMAZING GAME TRULY FUN !!! 10/10,1,True,1489054575,1489054575,76561198079157454,974,0,False,False,True,0,0,0,0.5,32,short,10
1,top,415880,Disc Jam,7776,1,5.654244,819,30409698,english,"Simple little game that mixes Tron disc-throwing with tennis.  It would really benefit with a single-player mode, but if you can get a game going (either locally or online), it's a blast.",1,True,1489072032,1489072032,76561197979693740,40,0,False,False,True,0,0,0,0.5,187,long,11
