pairIndex,type,appid,name,rankAcceptance,rankFiltered,acceptanceScore,totalEnglishReviews,reviewId,language,review,isPositive,voted_up,timestamp_created,timestamp_updated,authorSteamId,playtime_forever,playtime_last_two_weeks,received_for_free,written_during_early_access,steam_purchase,comment_count,votes_up,votes_funny,weighted_vote_score,charLen,lengthBucket,sampleIndexWithinApp
4,bottom,1555650,HEXCRAFT: Harlequin Fair,25057,15332,3.471894,55,101496341,english,Bloodlines meets a tarot infused fever dream,1,True,1634998166,1634998166,76561198075455714,367,0,False,False,True,0,8,0,0.5405929684638977,44,short,1
4,bottom,1555650,HEXCRAFT: Harlequin Fair,25057,15332,3.471894,55,101517012,english,"Not too long into my first playthrough of [i]Hexcraft: Harlequin Fair[/i] I found myself venturing into a haunting trainyard, the striking view interrupted by the sharpshooting cowgirl trying to gun down a werewolf, an event I decided not to get involved in. Instead, I carefully made my way into an unlocked hotel room where I found assorted photos of deceased president John Fitzgerald Kennedy plastered over the wall, and understandably transfixed by the sight I temporarily forget about the conflict unfolding outside. A bad decision as it turned out, as I am shortly thereafter mauled to death by said werewolf.

""Immersive Sims"" are seeing something of a resurgence among indie developers as of late, and none stand out quite as distinct as Hexcraft: Harlequin Fair. If Gloomwood and Peripeteia seek to be the spiritual successors of Thief & Deus Ex, Hexcraft feels like the result of Ultima's legacy taking an entirely different direction, as if ImSims as a genre strove more to be like Pathologic than any kind of player empowerment sandbox.

The central crux of the Hexcraft games is that every unique named npc acts autonomously in the game world. They each have hidden stats & abilities, as well as a variety of personality traits and localised knowledge about the present game state. Using this information they'll act on their goals, leading to all kinds of dynamic situations. Sometimes you'll enter an area to an unfolding gunfight, or enter a zone to find it under control of a faction that weren't present last time you were there: all emergent outcomes of the game's simulation. Far more importantly, sometimes in the pursuit of progression-relevant items you'll find they've already been snagged by another npc, leaving you to do the detective work of ascertaining who-has-what and facilitating a way to get it back.

To do this you will have to explore the world, and take advantage of every boon you can find. Besides the various weapons you can acquire there's various forms of equipment and consumable items scattered about the world or available to craft that will bolster your stats so you can actually survive combat, and reasonably stand a chance in the game's various dungeons. Truly diligent explorers will find various magic skills hidden in the world that have utility ranging from freely unlocking doors to divining which npc has hold of an item you need. Of course at the end of it all the most effective tool you have is the very characters around you. Sometimes the best way to solve a problem is to simply facilitate a conflict and take advantage in the aftermath. If you ever find yourself struggling to kill someone then hey - get someone else to do it for you.

It's this interplay that makes Harlequin Fair such an interesting experience, the world will not wait for you to act but it will respond to your actions, and no two playthroughs will be the same as a result. And importantly this is all presented in a delightfully old-school fashion. At no point will the game proactively tell you what you have to do or even how to do it, you're just left to intuit as you check your home computer for live updates on the situation around the map, interact with the other characters, and slowly wade through the chaos unfolding - piecing together your goals and then acting on them.

Hexcraft is one of those rare games that has an unapologetic vision of what it wants to be, if you like games that don't hold your hand, then I'd be hard pressed to recommend a more compelling game. One of the few sincerely ""hidden"" gems I've played in a long, long time. And none of this is accounting for the completely free DLC expansion that essentially acts as a sequel campaign.",1,True,1635023525,1754297816,76561198337674015,721,0,False,False,True,0,27,3,0.7453869581222534,3703,long,2
4,bottom,1555650,HEXCRAFT: Harlequin Fair,25057,15332,3.471894,55,101517193,english,"One of the best low-budget games on steam as far as I'm concerned. As a fan of Oleander Garden's other games: The Pagan trilogy, and Hexcraft: Eventide Sigil, I can say with certainty that this is exactly what I expected in the best ways. It feels a bit jank, the graphics are muddy and dated, and it is very frustrating dying with very little warning over and over. It's part of the experience, however. The game is one big immersive-sim-esque puzzle about working out how to get anything done. Leave your morals at the door, rob some people, and acquire black metal shirts to fight off the horrors lurking in dungeons hidden behind shopping malls and alleyways. It's a lo-fi game for sure, but the experience is well worth the 13 dollars.",1,True,1635023773,1700864120,76561198021882529,1116,0,False,False,True,0,16,0,0.5745601058006286,740,long,3
4,bottom,1555650,HEXCRAFT: Harlequin Fair,25057,15332,3.471894,55,101555442,english,What is this game and how did it get into my house,1,True,1635085112,1635085112,76561198090541474,116,0,False,False,True,0,1,3,0.5,50,short,4
4,bottom,1555650,HEXCRAFT: Harlequin Fair,25057,15332,3.471894,55,101583602,english,"I don't really know what I'm doing a lot of the time, and do find myself getting frustrated at various things in Harlequin Fair but the atmosphere and world are so good. Exploring the maps and finding new stuff in corners I swear I've been through before is so thrilling, and the amount of content swimming around in here is so interesting. I am so interested in seeing what else I can find while meandering through Old Toronto.",1,True,1635125271,1635125271,76561198089813266,661,0,False,False,True,0,7,0,0.5443367362022399,428,long,5
4,bottom,1555650,HEXCRAFT: Harlequin Fair,25057,15332,3.471894,55,101625350,english,"Feels like a real interesting way to approach the mystery genre--having the play attempt to interface with this impenetrable space, seemingly against the will of the game. Harlequin Fair promotes this kind of obsessive digging. I love it.",1,True,1635198730,1635198730,76561198084731928,563,0,False,False,True,0,4,0,0.5454545617103576,238,medium,6
4,bottom,1555650,HEXCRAFT: Harlequin Fair,25057,15332,3.471894,55,101696371,english,"Immersively simulate a nightmare. I instigated a gang war in Chinatown so I could plunder tarot cards from those caught in the crossfire. The victims had recited poetry to me moments before. They knew me by name. 

Oleander Garden’s work is consistently haunting, enigmatic, beautiful, infuriating. It’s genuinely fun to bang my head against its walls in an attempt to uncover its secrets. I loved this game. 

Given how unfairly obscure it is, you’re lucky enough to have stumbled upon this page, so don’t let the opportunity go to waste. Buy it already.",1,True,1635314643,1635323302,76561197971081036,786,0,False,False,True,0,44,1,0.7741553783416748,555,long,7
4,bottom,1555650,HEXCRAFT: Harlequin Fair,25057,15332,3.471894,55,101738657,english,"A great new entry into my favorite subgenre: Immersive Sims That Hate You. Haunting, unapproachable, and chaotic. Felt like an out of control dream. I hate when great games end up underplayed, but something about a system this cryptic existing on the Internet with minimal discussion or explanation around it feels special. I'm happy at least that mystery can still exist in spaces like this.

Ultimately: This rules, buy it. Queer open world games haven't been this good since Barbie Horse Adventures.",1,True,1635394568,1635394568,76561197996073706,354,0,False,False,True,0,6,0,0.4934025108814239,502,long,8
4,bottom,1555650,HEXCRAFT: Harlequin Fair,25057,15332,3.471894,55,101768684,english,"Dreams and nightmares exist within the illusion of a city. Step on stage and fulfill your role.

HEXCRAFT: Harlequin Fair is an immersive sim, but not quite the same as a Fallout or other such titles. In many ways, this game shows a future where the design principles of the 90s were never abandoned and continued to their inevitable conclusions. I would recommend this game if you're looking for something completely unique and unsettling. Go in with as little information as possible, and maybe you'll understand too.",1,True,1635443742,1635443742,76561198096411581,361,0,False,False,True,0,2,0,0.5,519,long,9
4,bottom,1555650,HEXCRAFT: Harlequin Fair,25057,15332,3.471894,55,101808329,english,"This is an excellent simulation game which really manages to capture the feeling of exploring a game which although unfamiliar at first has a lot of deep simulation going on under the hood. This makes the game feel like a truly alive world where you are rewarded for experimentation once you familiarize yourself with its systems.

The game is also really gorgeous with a strong aesthetic and atmosphere which helps you get lost within it. Definitely recommend.",1,True,1635507444,1635507444,76561198002152214,274,0,False,False,True,0,2,0,0.5,461,long,10
4,bottom,1555650,HEXCRAFT: Harlequin Fair,25057,15332,3.471894,55,101853602,english,The most immersive simulationy imsim released in the past decade at least. Beautifully esoteric and esoterically beautiful. There's cute girls in it and one time I summoned a spooky gremlin and it caused a mall to get wiped out.,1,True,1635559852,1635559852,76561198008131660,833,0,True,False,False,0,6,0,0.5207874178886412,228,medium,11
4,bottom,1555650,HEXCRAFT: Harlequin Fair,25057,15332,3.471894,55,101907617,english,"Strange and captivating.. I've been thinking about this game a lot since I bought it/first played it. It's really calling me back. Highly recommend. The atmosphere is top notch, and the mystery is extremely enticing!",1,True,1635620491,1635620491,76561198031442437,164,0,False,False,True,0,2,0,0.5,216,medium,12
4,bottom,1555650,HEXCRAFT: Harlequin Fair,25057,15332,3.471894,55,101928635,english,"A great immersive sim filled to the brim with incredible esoteric systems, complimented by a delightfully cryptic world with dozens of different characters.
You can shoot up a mall, or have a zombie do it for you, if an angry character looking to take a relic from someone else doesn't start shooting first. You can brew wild concoctions and fight the chinese triad while dressed as a samurai. You can wrack your brain over where the next obscure puzzle piece fits, or what character has it.
If you love immersive sims and system-driven gameplay, please play Harlequin Fair",1,True,1635645815,1635645815,76561198127855582,396,0,True,False,False,0,5,0,0.548872172832489,573,long,13
4,bottom,1555650,HEXCRAFT: Harlequin Fair,25057,15332,3.471894,55,101968623,english,Feels like a hands off tour through the dementia ridden dreams of a starving artist with a strange grasp of game mechanics,1,True,1635693135,1635693135,76561198053456662,262,0,False,False,True,0,1,1,0.5,122,medium,14
4,bottom,1555650,HEXCRAFT: Harlequin Fair,25057,15332,3.471894,55,106127002,english,"this was amazing.

it took two hours for me to find my first weapon, and 5 for the mechanics to click for me. still, at every moment of my confusion, i was engaged. it may take a couple or even more playthroughs to understand the story, but one is enough to love how fucking bizarre and unique the gameplay is. there's not even a defined gameplay loop, because of how dynamically the NPCs act in the world.

give it a shot :)",1,True,1639945823,1697581681,76561198091335175,448,0,False,False,True,0,7,0,0.5476006269454956,425,long,15
