pairIndex,type,appid,name,rankAcceptance,rankFiltered,acceptanceScore,totalEnglishReviews,reviewId,language,review,isPositive,voted_up,timestamp_created,timestamp_updated,authorSteamId,playtime_forever,playtime_last_two_weeks,received_for_free,written_during_early_access,steam_purchase,comment_count,votes_up,votes_funny,weighted_vote_score,charLen,lengthBucket,sampleIndexWithinApp
4,top,312370,"Warhammer 40,000: Armageddon",7797,22,5.649946,714,13090654,english,"After 1 hour:

Thanks to any Developers that spent their time programming Warhammer 40K games!. ( When they are well done)

This games seems to be great. Many different units with different weapons. Differnt terrain etc. 
Turn based is great anyway. Panzer General (Panzer Corps) as Warhammer 40K. Thats great!!!! THX.

After 17 hours: 

The Multiplayer is great. 

You can make your move and click End turn. The Opponent gets an E-MAIL that now is his turn, and he can make it whenever he wants to.  No stress. You can take your time and don t have to play everything in one row and come late to ""work""( or whatever).

Many different units. 

Salamanders!!!!! ( GREAT!!!)


AFTER 24 hours: The more I play this game the more I like it!!!!. There are so many units. The multiplayer is great!!!!!!!!

AFTER 47 hours: Game is still getting better and better. New Patch. Many improvements. 9/10

AFTER 170 hours: Again new update. I m so close to give 10/10 and I want to call it:"" the best game ever""!!!!!!!!  There s just one small important thing the developers have to to, i won t say what it is. Maybe after they did it. Great game!!!!!!!!!!!!!!!!!!!

AFTER 310 hours: The developers didnt t add my desired feature, but theres another way to delete, dead multiplayer games. You have to write an E-Mail to Slitherine. They will delete the over 30 days old. A little strange but, after some time now I think I ll do it. The games is 10/10. There never was a game ( expect as a child maybe ) that was so much fun to me. There are still some things could be immroved or added and  I hope there will be comming a lot more Factions like Tau..... and some cool add ons / DLC s. What I really like is, that after all the time it is not getting boring. Its getting more and more interesting. Now I see the game with different eyes and I try to find special tactics and try many combinations of troops.",1,True,1417019416,1430869902,76561198019387413,36013,0,False,False,True,0,32,0,0.543582260608673,1894,long,1
4,top,312370,"Warhammer 40,000: Armageddon",7797,22,5.649946,714,13090861,english,"Highly enjoyable and adictive, as always from Slitherine. Well designed, nearly bug free, and I can already tell will be spendig hours and weeks  on this one.  

Expected much, got even more",1,True,1417020525,1417020525,76561197993277074,1643,0,False,False,True,0,24,1,0.4777406454086303,190,medium,2
4,top,312370,"Warhammer 40,000: Armageddon",7797,22,5.649946,714,13097401,english,"Surprisingly good game. I am glad I didn't miss this game, it's a well executed game, and a welcome return to the classic hex turn based games. The fact that I love the Warhammer world certainly helps. I haven't played through the game yet, but I certainly will. But as good as I think this game is it does have some points that need improvement. Save games doesn't follow the storyline. By that I mean that if you save a game, you can't simply press continue and think the game will load up the latest save, and continue from there. No, it will instead reveal *all* chapters to you, and you choose where you want to play from. Nice gesture, but not so much on the first playthrough. All of a sudden you need to pick the chapter you were last time (and it's not certain you'd remember that) moreover it will start at the beginning of said chapter. Probably not what you want. Instead, you need to load the save and the save isn't named the text you gave it, no it's named after the place and time you saved it. Again, this isn't all that clear to a user. No, please fix so that a continue selection means just that, it will continue from whence you saved last. Also, please bring the naming into savegames, I typically (and I know others do too) save a temp file, that I want to use when I *don't* want to store a specific time and place. Seeing that name helps. Also, please don't let users see all the chapters on the first playthrough, it isn't helping the game at all. It breaks the story, it is like a kid winding the movie to the action scenes, skipping the booring (but oh so essential) 'talkie bits' :) But besides that, the game (at least to me) is good and very enjoyable.",1,True,1417048021,1417048076,76561197966526648,711,0,False,False,True,0,8,0,0.5229623913764953,1682,long,3
4,top,312370,"Warhammer 40,000: Armageddon",7797,22,5.649946,714,13098375,english,"I am a big Epic Armageddon fan, and I had high hopes for this game, and it has not let me down. Great voice acting get shooting effects and a nice sound track. Great job",1,True,1417053640,1417053640,76561197982329859,3506,0,False,False,True,0,6,0,0.5122646689414978,169,medium,4
4,top,312370,"Warhammer 40,000: Armageddon",7797,22,5.649946,714,13100937,english,"Bought this game with multiplayer being the main reason. Me and my brother are old school WH40k fans and fight a long and endless ""tabletop war"" between orks (me) and marines (him). So this game was a no brainer to buy when we heard about it.

Being a fan of Final liberation i can say that it is very similar in many aspects and i like it. BUT! This game with it`s cool drawn units has no movement and death animations at all (something that old Final Liberation HAD!), has no decals like craters and burns being left after barrage (something that even Steel Panthers of old 90th had). So i was a bit dissappointed by the high price and the lack of ""technology"" behind it.

Next, multiplayer - it is PBEM and it has no turn replays! So you have to recall everything that was prior to the current turn and burn your brain imaginating what caused the outcome. Multiplayer feels like being wired in as the last and heavily untested feature. Also we were promissed to have a hotseat mode. There is no hotseat in the game right now.

I would recommend this game to WH40k fans, but be aware that it has little difference from what you get on the table, except for miniatures producing sounds and fancy shotting effects.",1,True,1417069368,1417069368,76561198006799234,2924,0,False,False,True,0,6,0,0.5122646689414978,1214,long,5
4,top,312370,"Warhammer 40,000: Armageddon",7797,22,5.649946,714,13100945,english,"Love the 40k universe and as much as I loved all the Dawn of War stuff, it's nice to be able to play a turn-based strategy game.  Doesn't exactly mirror the tabletop game rules, but plenty of unit types and  it's quite fun so far.",1,True,1417069406,1417069406,76561197970537411,2392,0,False,False,True,0,7,0,0.5008437633514404,230,medium,6
4,top,312370,"Warhammer 40,000: Armageddon",7797,22,5.649946,714,13102061,english,"http://www.slitherine.com/forum/viewtopic.php?f=235&t=54402

How Disappointing!


So yeah, title pretty much says it all.

Played 40k for over 22 years now and this is just bad. There is no denying it, it feels almost as if it's not even a GW game.

Tool tips are poor at best, even though information is given still not sure whats it's about!

Gretchin with 80% accuracy? really? did you guys even know what a gretchin is like in the game and yet he has a 80% accuracy and gets a range and melee attack? They had blunderbuss's and that 1 attack range or 1 attack melee not both. kinda stupid gretchin fighting as good as rough riders.

Graphics look rather dated.

Unit list? If i have the resource points to buy something why can't i? Why would you limit the number of units a person can have plus combine a resource manager? If i want to swarm with conscripts why can't i? why do i have ot say hey well your useful but since i'm limited on how many units i can your not good enough when there are better.

Mission objects. WTF are they? Was falling back south to the second continent when i had to do a jungle defense. turn 8 i get told defeat. No orcs had made it through my line, they hadn't captured any bases past me and i hadn't pushed forward.

I reload the map and restart it and it DOES NOT give any mission objectives. I click continue when i'm defeat and it prompts me to start from the every 1st mission again. Do you realise how annoying it is to be told your defeated when you have no idea why?

Experience? No idea how this plays out or how to earn it.

Scouting with rough riders or scout tanks is a damn nightmare, haviong fog of war and no option to use move points they haven't been used it just a waste of troops. Don't know how many times a rough rider unit moves forward half way it's possible move and run into orks and then died as sure you only moved half your possible distance but now you can't move anymore. This mechanic makes scouting pointless might as well turn fog of war off.

why no tool tips when you hover over orders, you realise how much hassle it was to work out how to repair units?

Support units, how exactly do they work? as this is no mechanic i know of in 40k.

Army size small.

Map size tiny to what i thought they would be.

Yet once again i get lured into a death trap of a game due to the GW symbol and to think i was giving this a go due to Blood Bowl 2 being put back. Damn you BB.

Let just say friends of mine have asked for a review on Monday on what i think and so far i'm giving this a 3/10.

sure it's a turn based game and i like that thing, but it plays nothing like 40k from which it's drawn.

Now as for the limited Armies to pick from, can't say how Highly Disappointed i am!!!!!!

Orks and Imp Guard really? Now i've read this forum and i see dev saying hey this is all the IP rights we have. Well guess what either your screwing us or GW is as i know Black Templars and Salamanders codex 1st came out with the release of Armaggedon. Eldar craftworlds also came out, i still have the Armaggedon Codex in my games room if you want to try dispute that one with me.

Plus there was also chaos, so really this is a rather poor pathetic attempt to suck money out of GW fans with a sub standand game that has only the title and unit names are from the 40k GW universe that this is suppose to be planned from.

Now how exactly does 1 get a refund since this is nothing like what i expected to get when i paid my hard earned $30US for.
",0,False,1417077512,1417077512,76561198029483725,239,0,False,False,True,2,58,0,0.5212998390197753,3495,long,7
4,top,312370,"Warhammer 40,000: Armageddon",7797,22,5.649946,714,13110237,english,"This game is brilliant, it is a very solid wargame in the warhammer 40k universite, if you are tired of ww2 wargames or like the warhammer universe you should definately love it. It is very close to panzer general, but the sci-fi twist really makes it an outstanding and novative game. 
As far as content goes i have played ten hours and i am not even done with the campaign, if you add to this a level editor and some built in scenario and you could probably add a zero to this playing time if you get hooked. If this game is followed and they add some new races\campaign this will be the closest you will ever get to the tabletop game.

To list really quick (and just after 10 hours of gameplay) the + and - of this game i would say:

-Good campaign with interesting scenarios, and some cinematic moment, you will surprise yourself when you send three tanks to save this salamander scout just because you have it since the first mission and do not want it to die, alas surrounded by ork mobs this poor scout have known a dire fate.

-Solid wargame with good mechanics, deep but accessible.

-The w40k universe has really been respected, most units are used the way you would use them in the tabletop game, weapons loadout are almost the same (with some few tweek to fit in a wargame i guess)

-Huge replay value

-A decent Ai that will really test your skills on higher difficulties.

-It is a 2d game, wich i think is the best choice for wargame, you have a much better visibility on the battlefield and it is less tedious to move your units around.

As for the negative sides:

-Well the animation is not that good, but some people might like the minimalistic approach like this minimalistic approach.

-Some sounds effect could be improved, the music is quite good, and you have a different sounds for each weapons wich i find neat, but your units are quite, some things like different screams when the units die would have make the experience a bit more fun.

-It is a 2d game, you might not like it, if you can't stand 2d game, or are into superfancy video quality that might not be for you.

-I think the price is fair, you get much more content than a lots of AAA game, but it might be too expansive for some people. if you are a fan of dawn of war and was looking for something close to it you might be disappointed,
if you are a fan of the tabletop game, and the various adptation that has been made of it (rites of war and final liberation), or are into wargame and want a change of scenery you might consider it cheap.

I hope this opinion about this game helped you, it is really a good game as long as you know what you are getting into, i have been positively surprised i did not expect this game to be that good, and i really want to see it grow, it deserves it.
",1,True,1417116569,1417116569,76561197982196124,6206,0,False,False,True,0,2,0,0.5238095521926879,2780,long,8
4,top,312370,"Warhammer 40,000: Armageddon",7797,22,5.649946,714,13114130,english,"I. Love. This. Game!

The price at release might seem a bit steep, but if you're a 40k fan then it's probably worth it. I found they captured the 40k atmosphere well, the unit diversity is quite frankly incredible, and there's sufficient strategic depth to keep the strategy game fans among us interested. If you're crazy about 40k and strategy games, get it. If not, you could wait for a sale I guess.

For the Emprah!",1,True,1417134654,1417134654,76561197981583396,5130,0,False,False,True,1,25,0,0.5421285033226013,419,medium,9
4,top,312370,"Warhammer 40,000: Armageddon",7797,22,5.649946,714,13116187,english,"Very happy with this purchase.

Disclaimer: oldf*g, 40k nerd for life, patient. 

This game is the closest experience yet to playing Epic 40k Space Marine board game from the 80s and 90s. In assuming the story of one of the cornerstone campaigns to 40k lore, the Developers bring a folkish charm to wargaming tropes that will assuredly bring a grin to the beard of the most curmudgeonly of nerds.

Interface is very simple, delivering you straight to the hex-based heaven beyond. Options are minimal, would like to run it in a window.  Graphics are indeed *Dun dun DUNNNN* 2D! detailed renders of the various units, and enough Leman Russ variants to fill a page, which if the idea of which leaves you drooling, run don't walk to the buy button.

I haven't tried the scenario editor yet.
",1,True,1417148134,1417148134,76561198006722492,1999,0,False,False,True,0,46,2,0.5319254398345947,787,long,10
