token,count,freq_per_1k
the,212,47.694038245219346
to,160,35.9955005624297
and,137,30.82114735658043
of,103,23.172103487064117
it,92,20.697412823397073
you,83,18.672665916760405
game,72,16.19797525309336
in,66,14.84814398200225
is,61,13.723284589426322
this,53,11.923509561304837
but,46,10.348706411698537
for,43,9.67379077615298
that,41,9.22384701912261
with,36,8.09898762654668
as,33,7.424071991001125
if,29,6.524184476940383
like,29,6.524184476940383
was,28,6.299212598425196
an,27,6.074240719910011
be,26,5.849268841394825
out,24,5.399325084364454
what,23,5.174353205849268
can,23,5.174353205849268
your,23,5.174353205849268
my,22,4.949381327334083
or,22,4.949381327334083
are,21,4.724409448818897
me,21,4.724409448818897
they,20,4.499437570303712
at,20,4.499437570303712
how,20,4.499437570303712
there,19,4.274465691788526
will,19,4.274465691788526
by,18,4.04949381327334
more,18,4.04949381327334
world,18,4.04949381327334
time,18,4.04949381327334
not,17,3.8245219347581556
get,17,3.8245219347581556
on,17,3.8245219347581556
have,16,3.5995500562429696
all,16,3.5995500562429696
find,16,3.5995500562429696
don,16,3.5995500562429696
go,15,3.374578177727784
its,15,3.374578177727784
games,14,3.149606299212598
so,14,3.149606299212598
lot,14,3.149606299212598
immersive,13,2.9246344206974126
just,13,2.9246344206974126
one,13,2.9246344206974126
up,13,2.9246344206974126
first,12,2.699662542182227
where,12,2.699662542182227
do,12,2.699662542182227
very,12,2.699662542182227
really,12,2.699662542182227
fair,11,2.4746906636670416
way,11,2.4746906636670416
than,11,2.4746906636670416
from,11,2.4746906636670416
interesting,11,2.4746906636670416
other,11,2.4746906636670416
some,11,2.4746906636670416
enough,11,2.4746906636670416
harlequin,10,2.249718785151856
about,10,2.249718785151856
because,10,2.249718785151856
know,10,2.249718785151856
things,10,2.249718785151856
ve,9,2.02474690663667
experience,9,2.02474690663667
re,9,2.02474690663667
good,9,2.02474690663667
looking,9,2.02474690663667
too,8,1.7997750281214848
into,8,1.7997750281214848
hexcraft,8,1.7997750281214848
down,8,1.7997750281214848
am,8,1.7997750281214848
something,8,1.7997750281214848
their,8,1.7997750281214848
back,8,1.7997750281214848
around,8,1.7997750281214848
no,8,1.7997750281214848
even,8,1.7997750281214848
them,8,1.7997750281214848
much,8,1.7997750281214848
when,8,1.7997750281214848
still,8,1.7997750281214848
atmosphere,8,1.7997750281214848
over,7,1.574803149606299
player,7,1.574803149606299
ll,7,1.574803149606299
were,7,1.574803149606299
has,7,1.574803149606299
someone,7,1.574803149606299
same,7,1.574803149606299
doesn,7,1.574803149606299
love,7,1.574803149606299
systems,7,1.574803149606299
had,7,1.574803149606299
fun,7,1.574803149606299
try,7,1.574803149606299
got,7,1.574803149606299
ways,7,1.574803149606299
any,6,1.3498312710911136
feels,6,1.3498312710911136
every,6,1.3498312710911136
been,6,1.3498312710911136
take,6,1.3498312710911136
end,6,1.3498312710911136
characters,6,1.3498312710911136
then,6,1.3498312710911136
through,6,1.3498312710911136
spoiler,6,1.3498312710911136
think,6,1.3498312710911136
oleander,6,1.3498312710911136
mechanics,6,1.3498312710911136
gameplay,6,1.3498312710911136
die,6,1.3498312710911136
sim,6,1.3498312710911136
play,6,1.3498312710911136
extremely,6,1.3498312710911136
while,6,1.3498312710911136
only,5,1.124859392575928
long,5,1.124859392575928
found,5,1.124859392575928
kind,5,1.124859392575928
unique,5,1.124859392575928
each,5,1.124859392575928
hidden,5,1.124859392575928
already,5,1.124859392575928
who,5,1.124859392575928
various,5,1.124859392575928
combat,5,1.124859392575928
which,5,1.124859392575928
most,5,1.124859392575928
those,5,1.124859392575928
recommend,5,1.124859392575928
again,5,1.124859392575928
bit,5,1.124859392575928
see,5,1.124859392575928
obtuse,5,1.124859392575928
anything,5,1.124859392575928
also,5,1.124859392575928
without,5,1.124859392575928
certain,5,1.124859392575928
part,5,1.124859392575928
cool,5,1.124859392575928
spells,5,1.124859392575928
everything,5,1.124859392575928
progress,5,1.124859392575928
going,5,1.124859392575928
new,5,1.124859392575928
great,5,1.124859392575928
trying,4,0.8998875140607424
made,4,0.8998875140607424
sims,4,0.8998875140607424
stand,4,0.8998875140607424
npc,4,0.8998875140607424
sometimes,4,0.8998875140607424
area,4,0.8998875140607424
far,4,0.8998875140607424
items,4,0.8998875140607424
another,4,0.8998875140607424
work,4,0.8998875140607424
truly,4,0.8998875140607424
item,4,0.8998875140607424
yourself,4,0.8998875140607424
else,4,0.8998875140607424
two,4,0.8998875140607424
few,4,0.8998875140607424
played,4,0.8998875140607424
completely,4,0.8998875140607424
being,4,0.8998875140607424
able,4,0.8998875140607424
everyone,4,0.8998875140607424
stuff,4,0.8998875140607424
would,4,0.8998875140607424
garden,4,0.8998875140607424
feel,4,0.8998875140607424
unless,4,0.8998875140607424
place,4,0.8998875140607424
might,4,0.8998875140607424
playing,4,0.8998875140607424
until,4,0.8998875140607424
hate,4,0.8998875140607424
having,4,0.8998875140607424
sure,4,0.8998875140607424
