token,count,freq_per_1k
the,1121,43.87132122730119
to,778,30.447714464621164
game,747,29.234502191609266
and,711,27.82561051972448
is,496,19.411396368190356
it,492,19.254852849092046
of,390,15.262993112085159
you,358,14.010644959298684
this,354,13.854101440200376
for,304,11.897307451471509
but,276,10.801502817783344
in,266,10.41014402003757
with,254,9.940513462742643
on,242,9.470882905447715
car,211,8.257670632435817
that,202,7.9054477144646205
good,201,7.866311834690044
are,189,7.396681277395116
not,171,6.692235441452723
drift,168,6.574827802128992
have,159,6.222604884157796
like,158,6.183469004383218
can,152,5.948653725735754
be,149,5.831246086412023
if,149,5.831246086412023
just,144,5.635566687539136
cars,140,5.479023168440826
so,137,5.361615529117095
fun,134,5.244207889793363
its,132,5.165936130244208
get,129,5.048528490920476
more,129,5.048528490920476
drifting,123,4.8137132122730115
all,123,4.8137132122730115
very,120,4.69630557294928
there,118,4.6180338134001255
as,112,4.383218534752661
or,109,4.265810895428929
great,107,4.187539135879775
no,105,4.10926737633062
wheel,103,4.030995616781465
my,98,3.8353162179085785
your,92,3.6005009392611145
when,91,3.5613650594865374
at,85,3.3265497808390734
some,84,3.287413901064496
10,80,3.1308703819661865
they,79,3.091734502191609
physics,76,2.974326862867877
an,75,2.9351909830932996
only,75,2.9351909830932996
games,74,2.896055103318723
play,73,2.8569192235441454
has,73,2.8569192235441454
me,71,2.7786474639949903
other,71,2.7786474639949903
do,70,2.739511584220413
would,70,2.739511584220413
better,67,2.6221039448966814
carx,67,2.6221039448966814
money,66,2.582968065122104
still,64,2.504696305572949
really,64,2.504696305572949
was,64,2.504696305572949
even,62,2.4264245460237945
also,61,2.3872886662492174
time,60,2.34815278647464
will,60,2.34815278647464
from,59,2.3090169067000628
one,58,2.269881026925485
make,58,2.269881026925485
much,58,2.269881026925485
out,58,2.269881026925485
players,56,2.1916092673763305
up,55,2.1524733876017534
see,55,2.1524733876017534
now,54,2.113337507827176
love,54,2.113337507827176
map,54,2.113337507827176
controller,54,2.113337507827176
buy,52,2.0350657482780212
need,52,2.0350657482780212
nice,52,2.0350657482780212
want,50,1.9567939887288666
than,50,1.9567939887288666
lot,50,1.9567939887288666
td,50,1.9567939887288666
what,49,1.9176581089542892
then,47,1.8393863494051346
go,45,1.76111458985598
well,45,1.76111458985598
open,44,1.7219787100814026
too,44,1.7219787100814026
bit,44,1.7219787100814026
graphics,43,1.6828428303068255
recommend,42,1.643706950532248
feels,42,1.643706950532248
pretty,42,1.643706950532248
into,41,1.6045710707576708
about,41,1.6045710707576708
people,41,1.6045710707576708
world,41,1.6045710707576708
which,40,1.5654351909830932
best,40,1.5654351909830932
because,39,1.5262993112085161
add,39,1.5262993112085161
how,39,1.5262993112085161
way,39,1.5262993112085161
them,39,1.5262993112085161
don,39,1.5262993112085161
dlc,39,1.5262993112085161
customization,39,1.5262993112085161
forza,39,1.5262993112085161
hours,37,1.4480275516593615
feel,37,1.4480275516593615
points,36,1.408891671884784
new,36,1.408891671884784
community,35,1.3697557921102066
amazing,34,1.3306199123356293
use,34,1.3306199123356293
tuning,33,1.291484032561052
server,33,1.291484032561052
by,32,1.2523481527864746
first,32,1.2523481527864746
update,32,1.2523481527864746
could,31,1.2132122730118973
cant,31,1.2132122730118973
worth,31,1.2132122730118973
support,31,1.2132122730118973
cool,30,1.17407639323732
playing,30,1.17407639323732
price,30,1.17407639323732
work,30,1.17407639323732
most,29,1.1349405134627426
every,29,1.1349405134627426
change,29,1.1349405134627426
free,29,1.1349405134627426
needs,29,1.1349405134627426
full,29,1.1349405134627426
after,29,1.1349405134627426
menu,29,1.1349405134627426
things,28,1.0958046336881653
should,28,1.0958046336881653
easy,28,1.0958046336881653
devs,28,1.0958046336881653
steering,28,1.0958046336881653
early,28,1.0958046336881653
access,28,1.0958046336881653
system,27,1.056668753913588
right,27,1.056668753913588
developers,27,1.056668753913588
off,27,1.056668753913588
hard,27,1.056668753913588
we,27,1.056668753913588
little,27,1.056668753913588
bad,26,1.0175328741390106
wait,26,1.0175328741390106
think,26,1.0175328741390106
far,26,1.0175328741390106
potential,26,1.0175328741390106
where,25,0.9783969943644333
keep,25,0.9783969943644333
say,25,0.9783969943644333
around,25,0.9783969943644333
decent,25,0.9783969943644333
ve,25,0.9783969943644333
over,24,0.939261114589856
updates,24,0.939261114589856
any,24,0.939261114589856
different,24,0.939261114589856
ai,24,0.939261114589856
thing,24,0.939261114589856
keyboard,24,0.939261114589856
grind,23,0.9001252348152786
engine,23,0.9001252348152786
maybe,23,0.9001252348152786
used,23,0.9001252348152786
big,23,0.9001252348152786
know,23,0.9001252348152786
livery,23,0.9001252348152786
had,22,0.8609893550407013
sounds,22,0.8609893550407013
going,22,0.8609893550407013
something,22,0.8609893550407013
been,22,0.8609893550407013
dont,22,0.8609893550407013
player,22,0.8609893550407013
arcade,22,0.8609893550407013
played,22,0.8609893550407013
got,22,0.8609893550407013
drive,22,0.8609893550407013
th,22,0.8609893550407013
does,22,0.8609893550407013
im,22,0.8609893550407013
another,21,0.821853475266124
while,21,0.821853475266124
hope,21,0.821853475266124
without,21,0.821853475266124
ever,21,0.821853475266124
long,21,0.821853475266124
controls,21,0.821853475266124
few,21,0.821853475266124
gameplay,21,0.821853475266124
makes,21,0.821853475266124
made,20,0.7827175954915466
fix,20,0.7827175954915466
racing,20,0.7827175954915466
give,20,0.7827175954915466
maps,20,0.7827175954915466
upgrades,20,0.7827175954915466
re,20,0.7827175954915466
look,20,0.7827175954915466
having,20,0.7827175954915466
horizon,20,0.7827175954915466
works,20,0.7827175954915466
were,19,0.7435817157169693
though,19,0.7435817157169693
options,19,0.7435817157169693
getting,19,0.7435817157169693
same,19,0.7435817157169693
nothing,19,0.7435817157169693
content,19,0.7435817157169693
driving,19,0.7435817157169693
being,19,0.7435817157169693
overall,19,0.7435817157169693
cash,18,0.704445835942392
awesome,18,0.704445835942392
looking,18,0.704445835942392
upgrade,18,0.704445835942392
please,18,0.704445835942392
behind,18,0.704445835942392
servers,18,0.704445835942392
assetto,18,0.704445835942392
their,18,0.704445835942392
settings,18,0.704445835942392
feature,18,0.704445835942392
friends,17,0.6653099561678146
