token,count,freq_per_1k
the,86,48.67006225240521
game,56,31.692133559705717
and,45,25.466893039049236
it,45,25.466893039049236
to,43,24.335031126202605
this,33,18.67572156196944
of,28,15.846066779852858
for,25,14.148273910582908
is,24,13.582342954159593
you,21,11.884550084889643
with,20,11.318619128466326
tumbleweed,18,10.186757215619695
in,18,10.186757215619695
fun,17,9.62082625919638
was,16,9.054895302773062
my,15,8.488964346349746
best,13,7.357102433503113
me,13,7.357102433503113
as,12,6.791171477079796
but,12,6.791171477079796
be,12,6.791171477079796
10,12,6.791171477079796
hours,12,6.791171477079796
like,12,6.791171477079796
ever,12,6.791171477079796
that,12,6.791171477079796
just,12,6.791171477079796
more,11,6.22524052065648
have,11,6.22524052065648
there,10,5.659309564233163
really,10,5.659309564233163
tumble,9,5.093378607809847
no,9,5.093378607809847
worth,9,5.093378607809847
or,9,5.093378607809847
would,8,4.527447651386531
spent,8,4.527447651386531
am,8,4.527447651386531
some,8,4.527447651386531
up,8,4.527447651386531
out,7,3.9615166949632146
now,7,3.9615166949632146
around,7,3.9615166949632146
too,7,3.9615166949632146
into,7,3.9615166949632146
time,7,3.9615166949632146
one,7,3.9615166949632146
on,7,3.9615166949632146
much,6,3.395585738539898
its,6,3.395585738539898
good,6,3.395585738539898
played,6,3.395585738539898
than,6,3.395585738539898
what,6,3.395585738539898
real,6,3.395585738539898
friends,6,3.395585738539898
ve,6,3.395585738539898
only,6,3.395585738539898
bit,6,3.395585738539898
life,5,2.8296547821165814
very,5,2.8296547821165814
weed,5,2.8296547821165814
roll,5,2.8296547821165814
at,5,2.8296547821165814
friend,5,2.8296547821165814
if,5,2.8296547821165814
tumbled,5,2.8296547821165814
how,5,2.8296547821165814
save,5,2.8296547821165814
play,5,2.8296547821165814
little,5,2.8296547821165814
also,5,2.8296547821165814
an,5,2.8296547821165814
over,5,2.8296547821165814
thought,5,2.8296547821165814
do,5,2.8296547821165814
pretty,5,2.8296547821165814
here,5,2.8296547821165814
idle,4,2.2637238256932655
tumbling,4,2.2637238256932655
buy,4,2.2637238256932655
please,4,2.2637238256932655
made,4,2.2637238256932655
love,4,2.2637238256932655
full,4,2.2637238256932655
when,4,2.2637238256932655
many,4,2.2637238256932655
can,4,2.2637238256932655
chill,4,2.2637238256932655
destiny,4,2.2637238256932655
not,4,2.2637238256932655
felt,4,2.2637238256932655
wanted,4,2.2637238256932655
rolling,4,2.2637238256932655
thing,4,2.2637238256932655
go,4,2.2637238256932655
definitely,4,2.2637238256932655
through,4,2.2637238256932655
aliens,4,2.2637238256932655
tumbleweeds,4,2.2637238256932655
spoiler,4,2.2637238256932655
funny,3,1.697792869269949
enough,3,1.697792869269949
day,3,1.697792869269949
again,3,1.697792869269949
content,3,1.697792869269949
re,3,1.697792869269949
mind,3,1.697792869269949
price,3,1.697792869269949
about,3,1.697792869269949
fr,3,1.697792869269949
been,3,1.697792869269949
world,3,1.697792869269949
enjoyed,3,1.697792869269949
earth,3,1.697792869269949
long,3,1.697792869269949
monster,3,1.697792869269949
desert,3,1.697792869269949
had,3,1.697792869269949
fly,3,1.697792869269949
all,3,1.697792869269949
wrong,3,1.697792869269949
needs,3,1.697792869269949
quite,3,1.697792869269949
myself,3,1.697792869269949
three,3,1.697792869269949
bucks,3,1.697792869269949
got,3,1.697792869269949
joke,3,1.697792869269949
cactus,3,1.697792869269949
by,3,1.697792869269949
nothing,3,1.697792869269949
money,3,1.697792869269949
afk,3,1.697792869269949
two,3,1.697792869269949
new,3,1.697792869269949
point,3,1.697792869269949
still,3,1.697792869269949
grindy,3,1.697792869269949
moon,3,1.697792869269949
actually,3,1.697792869269949
once,3,1.697792869269949
simulator,2,1.1318619128466327
dollars,2,1.1318619128466327
based,2,1.1318619128466327
right,2,1.1318619128466327
will,2,1.1318619128466327
so,2,1.1318619128466327
close,2,1.1318619128466327
he,2,1.1318619128466327
drop,2,1.1318619128466327
any,2,1.1318619128466327
drops,2,1.1318619128466327
amazing,2,1.1318619128466327
forced,2,1.1318619128466327
get,2,1.1318619128466327
times,2,1.1318619128466327
ha,2,1.1318619128466327
ive,2,1.1318619128466327
though,2,1.1318619128466327
then,2,1.1318619128466327
becoming,2,1.1318619128466327
purpose,2,1.1318619128466327
playing,2,1.1318619128466327
wasn,2,1.1318619128466327
yes,2,1.1318619128466327
basic,2,1.1318619128466327
probably,2,1.1318619128466327
should,2,1.1318619128466327
actual,2,1.1318619128466327
did,2,1.1318619128466327
could,2,1.1318619128466327
want,2,1.1318619128466327
script,2,1.1318619128466327
until,2,1.1318619128466327
someone,2,1.1318619128466327
slow,2,1.1318619128466327
addicting,2,1.1318619128466327
don,2,1.1318619128466327
since,2,1.1318619128466327
care,2,1.1318619128466327
town,2,1.1318619128466327
knew,2,1.1318619128466327
small,2,1.1318619128466327
even,2,1.1318619128466327
them,2,1.1318619128466327
complete,2,1.1318619128466327
being,2,1.1318619128466327
longer,2,1.1318619128466327
hour,2,1.1318619128466327
adventure,2,1.1318619128466327
year,2,1.1318619128466327
better,2,1.1318619128466327
ll,2,1.1318619128466327
expensive,2,1.1318619128466327
review,2,1.1318619128466327
getting,2,1.1318619128466327
from,2,1.1318619128466327
map,2,1.1318619128466327
huge,2,1.1318619128466327
boss,2,1.1318619128466327
normal,2,1.1318619128466327
which,2,1.1318619128466327
see,2,1.1318619128466327
straight,2,1.1318619128466327
surprised,2,1.1318619128466327
perhaps,2,1.1318619128466327
big,2,1.1318619128466327
beats,2,1.1318619128466327
sound,2,1.1318619128466327
brr,2,1.1318619128466327
well,2,1.1318619128466327
area,2,1.1318619128466327
maybe,2,1.1318619128466327
streamer,2,1.1318619128466327
become,2,1.1318619128466327
surprisingly,2,1.1318619128466327
doesn,2,1.1318619128466327
killed,2,1.1318619128466327
weird,1,0.5659309564233164
hell,1,0.5659309564233164
paid,1,0.5659309564233164
regerts,1,0.5659309564233164
roguelike,1,0.5659309564233164
easy,1,0.5659309564233164
dlc,1,0.5659309564233164
give,1,0.5659309564233164
im,1,0.5659309564233164
begging,1,0.5659309564233164
basically,1,0.5659309564233164
goku,1,0.5659309564233164
someones,1,0.5659309564233164
passion,1,0.5659309564233164
project,1,0.5659309564233164
shows,1,0.5659309564233164
deserves,1,0.5659309564233164
sent,1,0.5659309564233164
causal,1,0.5659309564233164
background,1,0.5659309564233164
told,1,0.5659309564233164
achievements,1,0.5659309564233164
total,1,0.5659309564233164
almost,1,0.5659309564233164
finish,1,0.5659309564233164
quit,1,0.5659309564233164
left,1,0.5659309564233164
millions,1,0.5659309564233164
currency,1,0.5659309564233164
wants,1,0.5659309564233164
never,1,0.5659309564233164
perfect,1,0.5659309564233164
always,1,0.5659309564233164
wondered,1,0.5659309564233164
ope,1,0.5659309564233164
trying,1,0.5659309564233164
lives,1,0.5659309564233164
havent,1,0.5659309564233164
achieved,1,0.5659309564233164
goal,1,0.5659309564233164
yet,1,0.5659309564233164
ina,1,0.5659309564233164
gpon,1,0.5659309564233164
wut,1,0.5659309564233164
kno,1,0.5659309564233164
wlike,1,0.5659309564233164
gake,1,0.5659309564233164
riogthj,1,0.5659309564233164
noiw,1,0.5659309564233164
thumbling,1,0.5659309564233164
collect,1,0.5659309564233164
points,1,0.5659309564233164
upgrade,1,0.5659309564233164
music,1,0.5659309564233164
fulfil,1,0.5659309564233164
red,1,0.5659309564233164
continuously,1,0.5659309564233164
ramming,1,0.5659309564233164
plant,1,0.5659309564233164
middle,1,0.5659309564233164
few,1,0.5659309564233164
sure,1,0.5659309564233164
hot,1,0.5659309564233164
wasnt,1,0.5659309564233164
next,1,0.5659309564233164
step,1,0.5659309564233164
genuine,1,0.5659309564233164
exquisite,1,0.5659309564233164
experience,1,0.5659309564233164
grandiose,1,0.5659309564233164
mere,1,0.5659309564233164
human,1,0.5659309564233164
comprehension,1,0.5659309564233164
100,1,0.5659309564233164
because,1,0.5659309564233164
lot,1,0.5659309564233164
yeh,1,0.5659309564233164
alright,1,0.5659309564233164
kinda,1,0.5659309564233164
whatevs,1,0.5659309564233164
roblox,1,0.5659309564233164
bad,1,0.5659309564233164
where,1,0.5659309564233164
bump,1,0.5659309564233164
cacti,1,0.5659309564233164
comet,1,0.5659309564233164
scorching,1,0.5659309564233164
beating,1,0.5659309564233164
tree,1,0.5659309564233164
rock,1,0.5659309564233164
walking,1,0.5659309564233164
dude,1,0.5659309564233164
poor,1,0.5659309564233164
guy,1,0.5659309564233164
hey,1,0.5659309564233164
seen,1,0.5659309564233164
worse,1,0.5659309564233164
sheeeesh,1,0.5659309564233164
tumbles,1,0.5659309564233164
encrypted,1,0.5659309564233164
il2cpp,1,0.5659309564233164
running,1,0.5659309564233164
codestage,1,0.5659309564233164
anitcheat,1,0.5659309564233164
multiplayer,1,0.5659309564233164
kiddie,1,0.5659309564233164
free,1,0.5659309564233164
least,1,0.5659309564233164
uploads,1,0.5659309564233164
something,1,0.5659309564233164
base,1,0.5659309564233164
great,1,0.5659309564233164
currently,1,0.5659309564233164
early,1,0.5659309564233164
oddly,1,0.5659309564233164
seriously,1,0.5659309564233164
know,1,0.5659309564233164
lowkey,1,0.5659309564233164
hate,1,0.5659309564233164
enjoying,1,0.5659309564233164
seedling,1,0.5659309564233164
wind,1,0.5659309564233164
own,1,0.5659309564233164
roots,1,0.5659309564233164
disowned,1,0.5659309564233164
kicked,1,0.5659309564233164
came,1,0.5659309564233164
diaspore,1,0.5659309564233164
think,1,0.5659309564233164
roamed,1,0.5659309564233164
drifted,1,0.5659309564233164
american,1,0.5659309564233164
southwest,1,0.5659309564233164
cause,1,0.5659309564233164
took,1,0.5659309564233164
against,1,0.5659309564233164
mars,1,0.5659309564233164
stuck,1,0.5659309564233164
doomed,1,0.5659309564233164
watch,1,0.5659309564233164
stomp,1,0.5659309564233164
old,1,0.5659309564233164
before,1,0.5659309564233164
amassed,1,0.5659309564233164
strength,1,0.5659309564233164
defeat,1,0.5659309564233164
toughest,1,0.5659309564233164
saved,1,0.5659309564233164
keeping,1,0.5659309564233164
watchful,1,0.5659309564233164
eye,1,0.5659309564233164
tubleweed,1,0.5659309564233164
ost,1,0.5659309564233164
century,1,0.5659309564233164
weirdly,1,0.5659309564233164
addictive,1,0.5659309564233164
enjoyment,1,0.5659309564233164
make,1,0.5659309564233164
him,1,0.5659309564233164
became,1,0.5659309564233164
master,1,0.5659309564233164
collection,1,0.5659309564233164
dried,1,0.5659309564233164
brush,1,0.5659309564233164
sticks,1,0.5659309564233164
blowing,1,0.5659309564233164
without,1,0.5659309564233164
occasionally,1,0.5659309564233164
bumping,1,0.5659309564233164
scratching,1,0.5659309564233164
legs,1,0.5659309564233164
ascended,1,0.5659309564233164
higher,1,0.5659309564233164
state,1,0.5659309564233164
controlled,1,0.5659309564233164
primal,1,0.5659309564233164
food,1,0.5659309564233164
water,1,0.5659309564233164
reproduction,1,0.5659309564233164
cosmos,1,0.5659309564233164
might,1,0.5659309564233164
looking,1,0.5659309564233164
prepare,1,0.5659309564233164
after,1,0.5659309564233164
rip,1,0.5659309564233164
roaring,1,0.5659309564233164
struggles,1,0.5659309564233164
market,1,0.5659309564233164
damn,1,0.5659309564233164
despite,1,0.5659309564233164
looks,1,0.5659309564233164
entertaining,1,0.5659309564233164
goty,1,0.5659309564233164
2022,1,0.5659309564233164
yea,1,0.5659309564233164
minecraft,1,0.5659309564233164
terraria,1,0.5659309564233164
combined,1,0.5659309564233164
gas,1,0.5659309564233164
front,1,0.5659309564233164
honest,1,0.5659309564233164
negative,1,0.5659309564233164
treat,1,0.5659309564233164
grey,1,0.5659309564233164
neutral,1,0.5659309564233164
barely,1,0.5659309564233164
power,1,0.5659309564233164
able,1,0.5659309564233164
combo,1,0.5659309564233164
gates,1,0.5659309564233164
juicy,1,0.5659309564233164
secret,1,0.5659309564233164
bonus,1,0.5659309564233164
let,1,0.5659309564233164
down,1,0.5659309564233164
reason,1,0.5659309564233164
secrets,1,0.5659309564233164
10x,1,0.5659309564233164
