token,count,freq_per_1k
the,332,41.666666666666664
and,228,28.6144578313253
it,225,28.237951807228917
to,210,26.35542168674699
game,154,19.32730923694779
of,141,17.69578313253012
is,138,17.319277108433734
you,130,16.315261044176708
this,96,12.048192771084338
in,89,11.169678714859439
that,81,10.165662650602409
for,78,9.789156626506024
like,68,8.534136546184738
but,63,7.906626506024096
with,63,7.906626506024096
me,59,7.4046184738955825
not,54,6.77710843373494
just,51,6.400602409638554
if,50,6.275100401606426
my,47,5.898594377510039
have,46,5.7730923694779115
can,42,5.271084337349397
your,40,5.020080321285141
at,37,4.643574297188755
be,37,4.643574297188755
was,36,4.518072289156627
so,36,4.518072289156627
what,35,4.392570281124498
are,33,4.141566265060241
there,31,3.890562248995984
some,31,3.890562248995984
up,31,3.890562248995984
crabs,30,3.7650602409638556
or,29,3.639558232931727
even,29,3.639558232931727
on,28,3.514056224899598
10,28,3.514056224899598
as,28,3.514056224899598
crab,28,3.514056224899598
good,27,3.38855421686747
would,26,3.263052208835341
get,25,3.137550200803213
will,25,3.137550200803213
time,24,3.0120481927710845
all,24,3.0120481927710845
no,24,3.0120481927710845
first,23,2.8865461847389557
its,23,2.8865461847389557
which,23,2.8865461847389557
story,23,2.8865461847389557
they,22,2.7610441767068274
from,22,2.7610441767068274
too,22,2.7610441767068274
very,21,2.6355421686746987
got,21,2.6355421686746987
also,21,2.6355421686746987
because,21,2.6355421686746987
an,21,2.6355421686746987
more,21,2.6355421686746987
one,20,2.5100401606425704
by,20,2.5100401606425704
about,20,2.5100401606425704
into,18,2.2590361445783134
out,18,2.2590361445783134
music,17,2.1335341365461846
sisters,17,2.1335341365461846
when,16,2.008032128514056
kill,16,2.008032128514056
interesting,16,2.008032128514056
never,16,2.008032128514056
myself,16,2.008032128514056
now,16,2.008032128514056
do,16,2.008032128514056
how,16,2.008032128514056
ll,16,2.008032128514056
only,16,2.008032128514056
them,16,2.008032128514056
play,15,1.8825301204819278
combat,15,1.8825301204819278
love,15,1.8825301204819278
told,15,1.8825301204819278
worth,15,1.8825301204819278
then,14,1.757028112449799
much,14,1.757028112449799
minutes,14,1.757028112449799
ve,14,1.757028112449799
make,14,1.757028112449799
three,14,1.757028112449799
free,14,1.757028112449799
enemies,13,1.6315261044176705
again,13,1.6315261044176705
things,13,1.6315261044176705
has,13,1.6315261044176705
go,13,1.6315261044176705
need,13,1.6315261044176705
know,13,1.6315261044176705
please,13,1.6315261044176705
recommend,12,1.5060240963855422
still,12,1.5060240963855422
characters,12,1.5060240963855422
before,12,1.5060240963855422
could,12,1.5060240963855422
where,12,1.5060240963855422
other,12,1.5060240963855422
after,12,1.5060240963855422
really,12,1.5060240963855422
re,12,1.5060240963855422
humor,11,1.3805220883534137
pretty,11,1.3805220883534137
fun,11,1.3805220883534137
through,11,1.3805220883534137
long,11,1.3805220883534137
uber,11,1.3805220883534137
enough,11,1.3805220883534137
every,11,1.3805220883534137
who,11,1.3805220883534137
played,10,1.2550200803212852
gameplay,10,1.2550200803212852
games,10,1.2550200803212852
fight,10,1.2550200803212852
another,10,1.2550200803212852
