token,count,freq_per_1k
the,3757,50.49663310977003
to,2402,32.28451230494213
game,2123,28.53456270749049
and,2007,26.975443878442494
it,1902,25.564172524562842
you,1458,19.596510799586028
of,1385,18.61534119165065
is,1334,17.92986653405196
this,1299,17.45944274942541
that,792,10.645018212120805
in,785,10.550933455195494
for,745,10.013306272765151
not,708,9.516001129017083
but,677,9.099340062633566
with,611,8.2122552116235
on,566,7.607424631389363
have,554,7.44613647666026
play,450,6.048305802341367
can,442,5.940780365855298
ubisoft,421,5.658526095079367
if,417,5.604763376836333
are,403,5.416593862985712
get,393,5.282187067378127
so,365,4.9058480396768855
be,359,4.825203962312334
just,337,4.529509011975645
your,332,4.462305614171853
my,316,4.247254741199715
as,311,4.180051343395922
steam,309,4.153169984274405
all,300,4.032203868227577
from,300,4.032203868227577
there,296,3.978441149984543
even,296,3.978441149984543
like,295,3.9650004704237847
was,291,3.9112377521807504
do,280,3.7633902770124057
or,278,3.736508917890889
silent,276,3.7096275587693714
no,267,3.588661442722544
work,259,3.4811360062364756
hunter,252,3.3870512493111655
will,249,3.3467292106288893
uplay,244,3.2795258128250966
at,240,3.2257630945820623
time,240,3.2257630945820623
good,234,3.1451190172175103
out,232,3.1182376580959934
mods,232,3.1182376580959934
they,231,3.1047969785352345
when,227,3.0510342602922003
up,224,3.0107122216099245
some,221,2.970390182927649
an,215,2.889746105563097
bugs,213,2.86286474644158
me,209,2.809102028198546
don,201,2.701576591712477
its,191,2.567169796104891
then,190,2.5537291165441327
one,190,2.5537291165441327
buy,188,2.526847757422615
games,181,2.432763000497305
still,180,2.419322320936547
very,179,2.405881641375788
more,172,2.311796884450478
great,171,2.2983562048897195
after,169,2.2714748457682017
sub,168,2.2580341662074437
would,165,2.217712127525168
mod,164,2.204271447964409
only,162,2.1773900888428916
because,155,2.0833053319175816
really,149,2.0026612545530305
10,147,1.9757798954315131
by,146,1.9623392158707544
has,145,1.948898536309996
make,145,1.948898536309996
what,144,1.9354578567492373
go,143,1.9220171771884786
fun,140,1.8816951385062028
run,140,1.8816951385062028
now,138,1.8548137793846857
want,138,1.8548137793846857
money,134,1.8010510611416513
which,131,1.7607290224593755
first,125,1.6800849450948239
wolves,125,1.6800849450948239
into,125,1.6800849450948239
other,124,1.6666442655340654
about,124,1.6666442655340654
played,123,1.6532035859733067
hours,122,1.6397629064125483
version,119,1.5994408677302723
never,118,1.5860001881695138
does,117,1.5725595086087552
them,116,1.5591188290479967
steel,115,1.545678149487238
ve,113,1.518796790365721
been,112,1.5053561108049622
how,112,1.5053561108049622
many,110,1.478474751683445
had,110,1.478474751683445
fix,109,1.4650340721226867
start,108,1.451593392561928
much,107,1.4381527130011695
better,105,1.4112713538796522
mission,104,1.3978306743188935
graphics,104,1.3978306743188935
playing,104,1.3978306743188935
could,101,1.357508635636618
any,101,1.357508635636618
sh5,100,1.344067956075859
best,99,1.3306272765151006
sh3,99,1.3306272765151006
around,98,1.317186596954342
back,97,1.3037459173935835
submarine,97,1.3037459173935835
re,97,1.3037459173935835
need,96,1.2903052378328248
should,91,1.2231018400290319
well,91,1.2231018400290319
doesn,90,1.2096611604682734
ships,90,1.2096611604682734
boat,90,1.2096611604682734
recommend,89,1.1962204809075148
way,89,1.1962204809075148
than,89,1.1962204809075148
down,89,1.1962204809075148
without,88,1.182779801346756
got,88,1.182779801346756
broken,87,1.1693391217859974
subsim,87,1.1693391217859974
love,87,1.1693391217859974
again,86,1.155898442225239
also,86,1.155898442225239
buggy,85,1.1424577626644803
sim,84,1.1290170831037218
dont,83,1.1155764035429632
being,83,1.1155764035429632
download,82,1.1021357239822045
try,82,1.1021357239822045
most,81,1.0886950444214458
why,81,1.0886950444214458
use,81,1.0886950444214458
know,80,1.0752543648606874
cant,79,1.0618136852999287
