token,count,freq_per_1k
the,3577,51.7049478903167
and,1925,27.825559040777094
of,1717,24.818953180786632
to,1716,24.804498344921296
game,1446,20.90169266127983
it,1367,19.75976062791807
is,1268,18.328731877249535
you,1264,18.270912533788177
this,970,14.021190789378586
for,806,11.650597707463032
in,778,11.245862303233546
that,717,10.364117315447883
but,676,9.771469044968995
are,604,8.730720862664604
units,534,7.718882352090892
with,510,7.371966291322762
like,498,7.198508260938697
have,484,6.996140558823955
on,483,6.981685722958616
if,482,6.967230887093277
not,456,6.59140515459447
40k,429,6.201124586230324
as,418,6.042121391711597
be,365,5.276015090848643
can,344,4.97246353767653
or,310,4.480999118255012
warhammer,304,4.39427010306298
so,301,4.350905595466964
there,293,4.235266908544253
your,278,4.018444370564173
good,275,3.9750798629681565
they,275,3.9750798629681565
more,271,3.917260519506801
at,269,3.8883508477761235
some,263,3.801621832584091
games,256,3.70043798152672
turn,256,3.70043798152672
all,255,3.685983145661381
based,248,3.5847992946040095
very,247,3.570344458738671
panzer,240,3.4691606076812995
no,239,3.454705771815961
from,238,3.440250935950622
just,232,3.35352192075859
will,232,3.35352192075859
really,229,3.3101574131625733
unit,226,3.266792905566557
play,217,3.1366993827785086
was,215,3.107789711047831
get,214,3.0933348751824923
what,212,3.064425203451815
strategy,207,2.992151024125121
an,204,2.948786516529105
would,195,2.818692993741056
fun,184,2.65968979922233
one,179,2.587415619895636
which,179,2.587415619895636
my,178,2.5729607840302973
out,175,2.529596276434281
campaign,173,2.5006866047036036
great,172,2.486231768838265
only,166,2.399502753646232
much,166,2.399502753646232
armageddon,164,2.3705930819155547
has,159,2.298318902588861
do,158,2.283864066723522
me,156,2.254954394992845
time,149,2.1537705439354737
its,146,2.1104060363394574
even,144,2.0814963646087796
about,139,2.0092221852820864
up,138,1.9947673494167475
war,138,1.9947673494167475
general,134,1.9369480059553923
also,134,1.9369480059553923
don,129,1.8646738266286986
well,121,1.7490351397059887
corps,120,1.7345803038406498
story,119,1.720125467975311
graphics,118,1.7056706321099726
by,116,1.676760960379295
many,115,1.662306124513956
when,115,1.662306124513956
better,112,1.61894161691794
most,112,1.61894161691794
love,111,1.6044867810526011
than,110,1.5900319451872624
them,110,1.5900319451872624
re,109,1.5755771093219235
then,109,1.5755771093219235
mission,106,1.5322126017259075
other,105,1.5177577658605688
make,104,1.5033029299952299
missions,103,1.4888480941298912
bit,103,1.4888480941298912
lot,100,1.4454835865338749
over,100,1.4454835865338749
still,99,1.4310287506685362
played,99,1.4310287506685362
different,98,1.4165739148031973
how,96,1.38766424307252
into,96,1.38766424307252
too,96,1.38766424307252
universe,93,1.3442997354765036
want,92,1.329844899611165
after,92,1.329844899611165
hex,92,1.329844899611165
price,91,1.3153900637458262
space,91,1.3153900637458262
old,90,1.3009352278804875
had,89,1.2864803920151486
any,89,1.2864803920151486
fan,88,1.27202555614981
way,88,1.27202555614981
gameplay,88,1.27202555614981
who,87,1.257570720284471
40,87,1.257570720284471
10,86,1.2431158844191326
little,86,1.2431158844191326
playing,84,1.214206212688455
see,83,1.199751376823116
think,81,1.1708417050924387
been,81,1.1708417050924387
could,80,1.1563868692271
because,80,1.1563868692271
dlc,79,1.141932033361761
does,79,1.141932033361761
pretty,79,1.141932033361761
feel,76,1.098567525765745
recommend,76,1.098567525765745
tabletop,76,1.098567525765745
infantry,76,1.098567525765745
being,75,1.0841126899004063
worth,75,1.0841126899004063
same,74,1.0696578540350674
buy,73,1.0552030181697287
where,73,1.0552030181697287
now,73,1.0552030181697287
their,73,1.0552030181697287
nice,73,1.0552030181697287
know,72,1.0407481823043898
should,72,1.0407481823043898
new,72,1.0407481823043898
army,71,1.0262933464390511
say,70,1.0118385105737124
every,70,1.0118385105737124
hours,70,1.0118385105737124
battle,70,1.0118385105737124
each,69,0.9973836747083737
orks,68,0.9829288388430348
quite,67,0.9684740029776961
first,67,0.9684740029776961
while,67,0.9684740029776961
experience,67,0.9684740029776961
wh40k,67,0.9684740029776961
best,66,0.9540191671123575
combat,66,0.9540191671123575
use,66,0.9540191671123575
far,65,0.9395643312470187
am,65,0.9395643312470187
doesn,65,0.9395643312470187
sale,64,0.92510949538168
enough,64,0.92510949538168
look,64,0.92510949538168
few,63,0.9106546595163412
though,63,0.9106546595163412
ai,63,0.9106546595163412
ve,62,0.8961998236510024
hard,61,0.8817449877856637
mechanics,60,0.8672901519203249
enjoy,60,0.8672901519203249
enemy,60,0.8672901519203249
final,60,0.8672901519203249
got,59,0.8528353160549863
here,58,0.8383804801896475
bad,58,0.8383804801896475
liberation,58,0.8383804801896475
