pairIndex,type,appid,name,rankAcceptance,rankFiltered,acceptanceScore,totalEnglishReviews,reviewId,language,review,isPositive,voted_up,timestamp_created,timestamp_updated,authorSteamId,playtime_forever,playtime_last_two_weeks,received_for_free,written_during_early_access,steam_purchase,comment_count,votes_up,votes_funny,weighted_vote_score,charLen,lengthBucket,sampleIndexWithinApp
5,top,1273440,OverDrift Festival,7877,97,5.628377,637,116084187,english,"such a good game, reminds me a little of horizon but just with drifting. alot better on controller then steering wheel atm but that could just be me",1,True,1653654014,1653654014,76561198328913286,468,0,False,True,True,0,2,1,0.5199999809265136,148,long,1
5,top,1273440,OverDrift Festival,7877,97,5.628377,637,116089176,english,"Once a moose got stuck between two trees and said: ""the fourth time is the same!""",1,True,1653661671,1653661671,76561198082128728,72862,224,True,True,False,0,3,6,0.4813540279865264,81,medium,2
5,top,1273440,OverDrift Festival,7877,97,5.628377,637,116115697,english,Game sucks and is full of woke crybaby liberals that will kick you if you say anything they don't like. There's like 30 people that play this game lol. Seriously save your money or get CarX!,0,False,1653702898,1724892137,76561199282387963,2604,0,False,True,True,0,0,0,0.5,190,medium,3
5,top,1273440,OverDrift Festival,7877,97,5.628377,637,116126823,english,"⣿⣿⣿⣿⣿⣿⣿⣿⡿⠿⠛⠛⠛⠋⠉⠈⠉⠉⠉⠉⠛⠻⢿⣿⣿⣿⣿⣿
⣿⣿ ⣿⣿⣿⣿⣿⡿⠋⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠉⠛⢿⣿⣿⣿
⣿⣿⣿⣿⡏⣀⠀⠀⠀⠀⠀⠀⠀⣀⣤⣤⣤⣄⡀⠀⠀⠀⠀⠀⠀⠀⠙⢿⣿⣿
⣿⣿⣿⢏⣴⣿⣷⠀⠀⠀⠀⠀⢾⣿⣿⣿⣿⣿⣿⡆⠀⠀⠀⠀⠀⠀⠀⠈⣿⣿
⣿⣿⣟⣾⣿⡟⠁⠀⠀⠀⠀⠀⢀⣾⣿⣿⣿⣿⣿⣷⢢⠀⠀⠀⠀⠀⠀⠀⢸⣿
⣿⣿⣿⣿⣟⠀⡴⠄⠀⠀⠀⠀⠀⠀⠙⠻⣿⣿⣿⣿⣷⣄⠀⠀⠀⠀⠀⠀⠀⣿
⣿⣿⣿⠟⠻⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠶⢴⣿⣿⣿⣿⣿⣧⠀⠀⠀⠀⠀⠀⣿
⣿⣁⡀⠀⠀⢰⢠⣦⠀⠀⠀⠀⠀⠀⠀⠀⢀⣼⣿⣿⣿⣿⣿⡄⠀⣴⣶⣿⡄⣿
⣿⡋⠀⠀⠀⠎⢸⣿⡆⠀⠀⠀⠀⠀⠀⣴⣿⣿⣿⣿⣿⣿⣿⠗⢘⣿⣟⠛⠿⣼
⣿⣿⠋⢀⡌⢰⣿⡿⢿⡀⠀⠀⠀⠀⠀⠙⠿⣿⣿⣿⣿⣿⡇⠀⢸⣿⣿⣧⢀⣼
⣿⣿⣷⢻⠄⠘⠛⠋⠛⠃⠀⠀⠀⠀⠀⢿⣧⠈⠉⠙⠛⠋⠀⠀⠀⣿⣿⣿⣿⣿
⣿⣿⣧⠀⠈⢸⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠟⠀⠀⠀⠀⢀⢃⠀⠀⢸⣿⣿⣿⣿
⣿⣿⡿⠀⠴⢗⣠⣤⣴⡶⠶⠖⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣀⡸⠀⣿⣿⣿⣿
⣿⣿⣿⡀⢠⣾⣿⠏⠀⠠⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠛⠉⠀⣿⣿⣿⣿
⣿⣿⣿⣧⠈⢹⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣰⣿⣿⣿⣿
⣿⣿⣿⣿⡄⠈⠃⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣠⣴⣾⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣧⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣠⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣷⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣦⣄⣀⣀⣀⣀⠀⠀⠀⠀⠘⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⡄⠀⠀⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣧⠀⠀⠀⠙⣿⣿⡟⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠇⠀⠁⠀⠀⠹⣿⠃⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⡿⠛⣿⣿⠀⠀⠀⠀⠀⠀⠀⠀⢐⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⠿⠛⠉⠉⠁⠀⢻⣿⡇⠀⠀⠀⠀⠀⠀⢀⠈⣿⣿⡿⠉⠛⠛⠛⠉⠉
⣿⡿⠋⠁⠀⠀⢀⣀⣠⡴⣸⣿⣇⡄⠀⠀⠀⠀⢀⡿⠄⠙⠛⠀⣀⣠⣤⣤⠄⠀",1,True,1653724622,1653724622,76561198856761500,597,0,False,True,True,0,3,7,0.4499728679656982,774,long,4
5,top,1273440,OverDrift Festival,7877,97,5.628377,637,116207679,english,"This game is SUPER fun and pretty good for being available for barely over 24 hours. The only things I can recommend are: Having a waypoint functionality and more intuitive tuning. It's kind of annoying having to pause the game every few seconds to see where you're trying to go, and realize you missed a turn a while ago and have to double-back. I think the tuning is okay, its just not very obvious what to do. I don't think you should copy it exactly...but a tuning system similar to Forza Horizon would be spectacular.",1,True,1653850105,1653850105,76561198854925045,8311,0,False,True,True,0,3,0,0.5417190194129943,522,long,5
5,top,1273440,OverDrift Festival,7877,97,5.628377,637,116342324,english,"Great fun, plays extremely well considering its in early access! i would love some more chase cam options with that are a bit further away from the car as the cam is very close! cant wait to see the future this game has though, would love to see full customisation and a progression system, and hopefully a better way to earn money! engine sounds need adjusting but hey cant complain at the moment. 10/10 considering the early access!",1,True,1654104633,1654104633,76561199031617363,874,0,False,True,True,0,1,0,0.5,434,long,6
5,top,1273440,OverDrift Festival,7877,97,5.628377,637,116431435,english,"drifto
",1,True,1654275318,1654275318,76561198431203458,573,0,False,True,True,0,1,0,0.5,7,short,7
5,top,1273440,OverDrift Festival,7877,97,5.628377,637,116493598,english,"Do not buy if you plan on using a steering wheel, at least for now. Wheel support is nearly non-existent and it feels like if an arcade racer tried to make it feel realistic but over tuned all the values. However, the controller feels fine. 
*edit* 
After the most recent update with physics changes wheel drivability is much better and more fun, however still not on the level of games like carX, Asetto or Forza this is a good change, but there are still other issues, here's a list.
1. very little to do in the game 
2. navigation is annoying without waypoints or better GPS
3. cars are locked to pre-customized body kits and all tires are super stretched
4. input mapping is a chore and very limited  
5. car Ai is just annoying and ruins driving on the open road with how narrow the roads are 
6. the car damage system only acts as an annoyance towards players and serves no point except to take players money and extend the already grindy progression",0,False,1654379681,1654400816,76561198213850936,510,0,False,True,False,0,0,0,0.5,956,long,8
5,top,1273440,OverDrift Festival,7877,97,5.628377,637,116526059,english,"Fix the controller support, then we'll talk. As for now, no sirre.",0,False,1654438346,1654438346,76561198940811016,5,0,False,True,True,0,0,0,0.472385287284851,66,short,9
5,top,1273440,OverDrift Festival,7877,97,5.628377,637,116548352,english,"Game is ok, physics feel decent on wheel coming from a diehard assetto fan, but cars require quite a lot of tuning to get it right. The game definetly needs to have fast travel point to every track and a gps system. I personally wouldnt pay full price, so you should buy on sale. Altough i feel like this game is just a cash grab considering that almost everything is flipped from RDS.",1,True,1654466722,1654466722,76561199261662047,137,0,False,True,True,0,2,0,0.5235223174095153,385,long,10
